clip_filename,source_filename,label,session,clip_index,start_seconds,end_seconds,sample_rate_hz,channels,qc_metadata_found,qc_file_found,qc_readable,qc_invalid_audio_flag,qc_error,qc_relative_path,qc_file_path,qc_label_for_group,qc_duration_seconds,qc_expected_duration_seconds,qc_sample_rate_hz,qc_expected_sample_rate_hz,qc_channels,qc_expected_channels,qc_sample_width_bytes,qc_frame_count,qc_sample_count,qc_peak_amplitude,qc_rms_amplitude,qc_rms_dbfs,qc_clipped_sample_percent,qc_audio_sha256,qc_duplicate_flag,qc_duplicate_group_id,qc_duplicate_count,qc_duplicate_of,qc_duration_flag,qc_unexpected_sample_rate_flag,qc_unexpected_channels_flag,qc_metadata_mismatch_flag,qc_nearly_silent_flag,qc_clipping_flag,qc_amplitude_outlier_flag,qc_rms_dbfs_label_median,qc_rms_dbfs_modified_z,qc_any_flag,qc_flag_reasons,qc_spectrogram_path
single_note_session01_0010.wav,single_note_session01.wav,single_note,session_01,10,10,11,44100,2,true,true,true,false,,session_01/single_note/single_note_session01_0010.wav,/Users/aryamaandash/GitHub/guitar-style-classifier/data/processed/session_01/single_note/single_note_session01_0010.wav,single_note,1.000000,1.000000,44100,44100,2,2,2,44100,88200,0.580048,0.241672,-12.335456,0.000000,0f9d23c1be5c3a53d5ad91abe217c20f97de2a80981d9f7aed3632411c2fa05a,false,,1,,false,false,false,false,false,false,false,-19.455248,1.758649,false,,
single_note_session01_0011.wav,single_note_session01.wav,single_note,session_01,11,11,12,44100,2,true,true,true,false,,session_01/single_note/single_note_session01_0011.wav,/Users/aryamaandash/GitHub/guitar-style-classifier/data/processed/session_01/single_note/single_note_session01_0011.wav,single_note,1.000000,1.000000,44100,44100,2,2,2,44100,88200,0.529327,0.209428,-13.579303,0.000000,71b9636a7c9ab8f6ff306053006f1331e4beec457f691f91d6d1093b9673a351,false,,1,,false,false,false,false,false,false,false,-19.455248,1.451408,false,,
single_note_session01_0012.wav,single_note_session01.wav,single_note,session_01,12,12,13,44100,2,true,true,true,false,,session_01/single_note/single_note_session01_0012.wav,/Users/aryamaandash/GitHub/guitar-style-classifier/data/processed/session_01/single_note/single_note_session01_0012.wav,single_note,1.000000,1.000000,44100,44100,2,2,2,44100,88200,0.551208,0.242056,-12.321670,0.000000,133e9f5fb734b3ec08b0829c4e6a0d06e2ba6a06e4b317286e520b43aa59572e,false,,1,,false,false,false,false,false,false,false,-19.455248,1.762054,false,,
single_note_session01_0013.wav,single_note_session01.wav,single_note,session_01,13,13,14,44100,2,true,true,true,false,,session_01/single_note/single_note_session01_0013.wav,/Users/aryamaandash/GitHub/guitar-style-classifier/data/processed/session_01/single_note/single_note_session01_0013.wav,single_note,1.000000,1.000000,44100,44100,2,2,2,44100,88200,0.547272,0.220784,-13.120651,0.000000,9a1dee96c27e563432e165aa8a6cfb926d1d2b766717f3ae52bf122889d7a61d,false,,1,,false,false,false,false,false,false,false,-19.455248,1.564699,false,,
single_note_session01_0014.wav,single_note_session01.wav,single_note,session_01,14,14,15,44100,2,true,true,true,false,,session_01/single_note/single_note_session01_0014.wav,/Users/aryamaandash/GitHub/guitar-style-classifier/data/processed/session_01/single_note/single_note_session01_0014.wav,single_note,1.000000,1.000000,44100,44100,2,2,2,44100,88200,0.440765,0.176780,-15.051343,0.000000,0c41a664f12799ee5a278157d3d21f9baf36dec3b00a69ae3d398c06b5c56746,false,,1,,false,false,false,false,false,false,false,-19.455248,1.087802,false,,
single_note_session01_0015.wav,single_note_session01.wav,single_note,session_01,15,15,16,44100,2,true,true,true,false,,session_01/single_note/single_note_session01_0015.wav,/Users/aryamaandash/GitHub/guitar-style-classifier/data/processed/session_01/single_note/single_note_session01_0015.wav,single_note,1.000000,1.000000,44100,44100,2,2,2,44100,88200,0.411713,0.119635,-18.442807,0.000000,f06dede3a330063f4ddad1e106a75791352b343ad2adc5608c386760ad2cc140,false,,1,,false,false,false,false,false,false,false,-19.455248,0.250082,false,,
single_note_session01_0016.wav,single_note_session01.wav,single_note,session_01,16,16,17,44100,2,true,true,true,false,,session_01/single_note/single_note_session01_0016.wav,/Users/aryamaandash/GitHub/guitar-style-classifier/data/processed/session_01/single_note/single_note_session01_0016.wav,single_note,1.000000,1.000000,44100,44100,2,2,2,44100,88200,0.347382,0.109821,-19.186306,0.000000,a93c276adcc1cdc933613226d0a9f6a9e7fe52d19e26ebb4321a0358de7585ac,false,,1,,false,false,false,false,false,false,false,-19.455248,0.066431,false,,
single_note_session01_0017.wav,single_note_session01.wav,single_note,session_01,17,17,18,44100,2,true,true,true,false,,session_01/single_note/single_note_session01_0017.wav,/Users/aryamaandash/GitHub/guitar-style-classifier/data/processed/session_01/single_note/single_note_session01_0017.wav,single_note,1.000000,1.000000,44100,44100,2,2,2,44100,88200,0.379456,0.120145,-18.405852,0.000000,5a0ca6449a47a35c9b27311c7f69358ef36d5998ea91abeeda218115331a233c,false,,1,,false,false,false,false,false,false,false,-19.455248,0.259210,false,,
single_note_session01_0018.wav,single_note_session01.wav,single_note,session_01,18,18,19,44100,2,true,true,true,false,,session_01/single_note/single_note_session01_0018.wav,/Users/aryamaandash/GitHub/guitar-style-classifier/data/processed/session_01/single_note/single_note_session01_0018.wav,single_note,1.000000,1.000000,44100,44100,2,2,2,44100,88200,0.363251,0.105127,-19.565705,0.000000,3bccf54599693306c208b7a4225fce6eb7c9bf745881f86f95b1910e41705660,false,,1,,false,false,false,false,false,false,false,-19.455248,-0.027284,false,,
single_note_session01_0019.wav,single_note_session01.wav,single_note,session_01,19,19,20,44100,2,true,true,true,false,,session_01/single_note/single_note_session01_0019.wav,/Users/aryamaandash/GitHub/guitar-style-classifier/data/processed/session_01/single_note/single_note_session01_0019.wav,single_note,1.000000,1.000000,44100,44100,2,2,2,44100,88200,0.367432,0.120294,-18.395148,0.000000,96d95c27a7dcf26106abca418f887424f088272acd47a113098b1b14a2f4c4aa,false,,1,,false,false,false,false,false,false,false,-19.455248,0.261854,false,,
single_note_session01_0020.wav,single_note_session01.wav,single_note,session_01,20,20,21,44100,2,true,true,true,false,,session_01/single_note/single_note_session01_0020.wav,/Users/aryamaandash/GitHub/guitar-style-classifier/data/processed/session_01/single_note/single_note_session01_0020.wav,single_note,1.000000,1.000000,44100,44100,2,2,2,44100,88200,0.358582,0.108615,-19.282221,0.000000,dfcfc4bf0c114c4a3f71d37794b5c0b5afa5245d48eee131f3220c0abcabb11a,false,,1,,false,false,false,false,false,false,false,-19.455248,0.042739,false,,
single_note_session01_0021.wav,single_note_session01.wav,single_note,session_01,21,21,22,44100,2,true,true,true,false,,session_01/single_note/single_note_session01_0021.wav,/Users/aryamaandash/GitHub/guitar-style-classifier/data/processed/session_01/single_note/single_note_session01_0021.wav,single_note,1.000000,1.000000,44100,44100,2,2,2,44100,88200,0.471008,0.115584,-18.742023,0.000000,973848c2cb9800837975fc34e284a8601bf3c636260a81765607186d76477270,false,,1,,false,false,false,false,false,false,false,-19.455248,0.176173,false,,
single_note_session01_0022.wav,single_note_session01.wav,single_note,session_01,22,22,23,44100,2,true,true,true,false,,session_01/single_note/single_note_session01_0022.wav,/Users/aryamaandash/GitHub/guitar-style-classifier/data/processed/session_01/single_note/single_note_session01_0022.wav,single_note,1.000000,1.000000,44100,44100,2,2,2,44100,88200,0.481873,0.145805,-16.724572,0.000000,b8c3f892467356f076412ecb1cbdca8ca4b038f58f35fe2139c8561a9bf8be8a,false,,1,,false,false,false,false,false,false,false,-19.455248,0.674500,false,,
single_note_session01_0023.wav,single_note_session01.wav,single_note,session_01,23,23,24,44100,2,true,true,true,false,,session_01/single_note/single_note_session01_0023.wav,/Users/aryamaandash/GitHub/guitar-style-classifier/data/processed/session_01/single_note/single_note_session01_0023.wav,single_note,1.000000,1.000000,44100,44100,2,2,2,44100,88200,0.514465,0.148382,-16.572374,0.000000,dfd61c037a4a7ec92ca4ef75b91aec3c06e1629b4ed05c22e598c4296811b8e4,false,,1,,false,false,false,false,false,false,false,-19.455248,0.712094,false,,
single_note_session01_0024.wav,single_note_session01.wav,single_note,session_01,24,24,25,44100,2,true,true,true,false,,session_01/single_note/single_note_session01_0024.wav,/Users/aryamaandash/GitHub/guitar-style-classifier/data/processed/session_01/single_note/single_note_session01_0024.wav,single_note,1.000000,1.000000,44100,44100,2,2,2,44100,88200,0.408569,0.129188,-17.775567,0.000000,0a9d2b3f38ffb24fa2f44caf260b45f1c9b6862840199e5325fa25825408325d,false,,1,,false,false,false,false,false,false,false,-19.455248,0.414895,false,,
single_note_session01_0025.wav,single_note_session01.wav,single_note,session_01,25,25,26,44100,2,true,true,true,false,,session_01/single_note/single_note_session01_0025.wav,/Users/aryamaandash/GitHub/guitar-style-classifier/data/processed/session_01/single_note/single_note_session01_0025.wav,single_note,1.000000,1.000000,44100,44100,2,2,2,44100,88200,0.446747,0.118233,-18.545245,0.000000,feda6c297c71cc4d9820cb6882a839fa46b9ce132b473adcf259ea2326fb97ed,false,,1,,false,false,false,false,false,false,false,-19.455248,0.224778,false,,
single_note_session01_0026.wav,single_note_session01.wav,single_note,session_01,26,26,27,44100,2,true,true,true,false,,session_01/single_note/single_note_session01_0026.wav,/Users/aryamaandash/GitHub/guitar-style-classifier/data/processed/session_01/single_note/single_note_session01_0026.wav,single_note,1.000000,1.000000,44100,44100,2,2,2,44100,88200,0.472076,0.131342,-17.631931,0.000000,2a814a8ba79ff9694751bc5be1d8f39c4bbb4fe8139a378c3677f7766aff4a5c,false,,1,,false,false,false,false,false,false,false,-19.455248,0.450375,false,,
single_note_session01_0027.wav,single_note_session01.wav,single_note,session_01,27,27,28,44100,2,true,true,true,false,,session_01/single_note/single_note_session01_0027.wav,/Users/aryamaandash/GitHub/guitar-style-classifier/data/processed/session_01/single_note/single_note_session01_0027.wav,single_note,1.000000,1.000000,44100,44100,2,2,2,44100,88200,0.446320,0.164448,-15.679415,0.000000,a6925f37c51bafff3c60a46aa1f3765af5bfa1aef9777b8b9a1ef30381ffcc26,false,,1,,false,false,false,false,false,false,false,-19.455248,0.932663,false,,
single_note_session01_0028.wav,single_note_session01.wav,single_note,session_01,28,28,29,44100,2,true,true,true,false,,session_01/single_note/single_note_session01_0028.wav,/Users/aryamaandash/GitHub/guitar-style-classifier/data/processed/session_01/single_note/single_note_session01_0028.wav,single_note,1.000000,1.000000,44100,44100,2,2,2,44100,88200,0.235535,0.062828,-24.036984,0.000000,253f0209df598be896209e71bb9eccf662326a6ae00297a4b2ff5e3a88e331ed,false,,1,,false,false,false,false,false,false,false,-19.455248,-1.131727,false,,
single_note_session01_0029.wav,single_note_session01.wav,single_note,session_01,29,29,30,44100,2,true,true,true,false,,session_01/single_note/single_note_session01_0029.wav,/Users/aryamaandash/GitHub/guitar-style-classifier/data/processed/session_01/single_note/single_note_session01_0029.wav,single_note,1.000000,1.000000,44100,44100,2,2,2,44100,88200,0.307709,0.077571,-22.205991,0.000000,549eecd6f3ac9d1faa280b0125513e9c8c96770e691b0bf5817975d334f524a4,false,,1,,false,false,false,false,false,false,false,-19.455248,-0.679457,false,,
single_note_session01_0030.wav,single_note_session01.wav,single_note,session_01,30,30,31,44100,2,true,true,true,false,,session_01/single_note/single_note_session01_0030.wav,/Users/aryamaandash/GitHub/guitar-style-classifier/data/processed/session_01/single_note/single_note_session01_0030.wav,single_note,1.000000,1.000000,44100,44100,2,2,2,44100,88200,0.320068,0.071688,-22.891127,0.000000,4b7e4235452cdebabf6c4ad1b4ac60ce71992c4f618906e2e0b89dc3db5e7d20,false,,1,,false,false,false,false,false,false,false,-19.455248,-0.848691,false,,
single_note_session01_0031.wav,single_note_session01.wav,single_note,session_01,31,31,32,44100,2,true,true,true,false,,session_01/single_note/single_note_session01_0031.wav,/Users/aryamaandash/GitHub/guitar-style-classifier/data/processed/session_01/single_note/single_note_session01_0031.wav,single_note,1.000000,1.000000,44100,44100,2,2,2,44100,88200,0.316681,0.076874,-22.284431,0.000000,ff7354623a6e1a4ad5a90afc2c653c9ee38407d28ab712f303cd4d5fbe37a92c,false,,1,,false,false,false,false,false,false,false,-19.455248,-0.698832,false,,
single_note_session01_0032.wav,single_note_session01.wav,single_note,session_01,32,32,33,44100,2,true,true,true,false,,session_01/single_note/single_note_session01_0032.wav,/Users/aryamaandash/GitHub/guitar-style-classifier/data/processed/session_01/single_note/single_note_session01_0032.wav,single_note,1.000000,1.000000,44100,44100,2,2,2,44100,88200,0.309784,0.078730,-22.077194,0.000000,62512dd27ddbf68f7a272eeadad0adb0c89265828116108b1344ab5b173d2a9b,false,,1,,false,false,false,false,false,false,false,-19.455248,-0.647643,false,,
single_note_session01_0033.wav,single_note_session01.wav,single_note,session_01,33,33,34,44100,2,true,true,true,false,,session_01/single_note/single_note_session01_0033.wav,/Users/aryamaandash/GitHub/guitar-style-classifier/data/processed/session_01/single_note/single_note_session01_0033.wav,single_note,1.000000,1.000000,44100,44100,2,2,2,44100,88200,0.272583,0.067583,-23.403278,0.000000,b4a6f575722ec90e55ea51aebd3ae2e77ef323437e9ec088d05396db8abd799d,false,,1,,false,false,false,false,false,false,false,-19.455248,-0.975197,false,,
single_note_session01_0034.wav,single_note_session01.wav,single_note,session_01,34,34,35,44100,2,true,true,true,false,,session_01/single_note/single_note_session01_0034.wav,/Users/aryamaandash/GitHub/guitar-style-classifier/data/processed/session_01/single_note/single_note_session01_0034.wav,single_note,1.000000,1.000000,44100,44100,2,2,2,44100,88200,0.290222,0.072284,-22.819216,0.000000,217f6d0ed3a079265669450eb7c1f4034fb45f6f83d90de4b72ac10ccf1b61c1,false,,1,,false,false,false,false,false,false,false,-19.455248,-0.830928,false,,
single_note_session01_0035.wav,single_note_session01.wav,single_note,session_01,35,35,36,44100,2,true,true,true,false,,session_01/single_note/single_note_session01_0035.wav,/Users/aryamaandash/GitHub/guitar-style-classifier/data/processed/session_01/single_note/single_note_session01_0035.wav,single_note,1.000000,1.000000,44100,44100,2,2,2,44100,88200,0.341217,0.056822,-24.909619,0.000000,c835eec15a6f7e7046261b9bb85951e99a47cbabc17aa9c0705cda4329602c48,false,,1,,false,false,false,false,false,false,false,-19.455248,-1.347276,false,,
single_note_session01_0036.wav,single_note_session01.wav,single_note,session_01,36,36,37,44100,2,true,true,true,false,,session_01/single_note/single_note_session01_0036.wav,/Users/aryamaandash/GitHub/guitar-style-classifier/data/processed/session_01/single_note/single_note_session01_0036.wav,single_note,1.000000,1.000000,44100,44100,2,2,2,44100,88200,0.298859,0.085472,-21.363566,0.000000,a6ba66a04b635c340a649fff8e0ff801e6d8f39a8bf34a29a8c5f4d6fd7e0ea8,false,,1,,false,false,false,false,false,false,false,-19.455248,-0.471371,false,,
single_note_session01_0037.wav,single_note_session01.wav,single_note,session_01,37,37,38,44100,2,true,true,true,false,,session_01/single_note/single_note_session01_0037.wav,/Users/aryamaandash/GitHub/guitar-style-classifier/data/processed/session_01/single_note/single_note_session01_0037.wav,single_note,1.000000,1.000000,44100,44100,2,2,2,44100,88200,0.346313,0.084356,-21.477648,0.000000,1120e5c21a3dca72c9937f5e2694a516dfbe678e740a0fee2d1ce657a10048a6,false,,1,,false,false,false,false,false,false,false,-19.455248,-0.499550,false,,
single_note_session01_0038.wav,single_note_session01.wav,single_note,session_01,38,38,39,44100,2,true,true,true,false,,session_01/single_note/single_note_session01_0038.wav,/Users/aryamaandash/GitHub/guitar-style-classifier/data/processed/session_01/single_note/single_note_session01_0038.wav,single_note,1.000000,1.000000,44100,44100,2,2,2,44100,88200,0.368561,0.090127,-20.902930,0.000000,5d862adbeb8d4569df19946daa3ad96c4bec237538fd852db3cdc268c73cdd1c,false,,1,,false,false,false,false,false,false,false,-19.455248,-0.357590,false,,
single_note_session01_0039.wav,single_note_session01.wav,single_note,session_01,39,39,40,44100,2,true,true,true,false,,session_01/single_note/single_note_session01_0039.wav,/Users/aryamaandash/GitHub/guitar-style-classifier/data/processed/session_01/single_note/single_note_session01_0039.wav,single_note,1.000000,1.000000,44100,44100,2,2,2,44100,88200,0.405457,0.084747,-21.437531,0.000000,84efe02135cda493c7db3dea8d6d811e46f4ed826ee7c169d57b821bc69986b1,false,,1,,false,false,false,false,false,false,false,-19.455248,-0.489641,false,,
single_note_session01_0040.wav,single_note_session01.wav,single_note,session_01,40,40,41,44100,2,true,true,true,false,,session_01/single_note/single_note_session01_0040.wav,/Users/aryamaandash/GitHub/guitar-style-classifier/data/processed/session_01/single_note/single_note_session01_0040.wav,single_note,1.000000,1.000000,44100,44100,2,2,2,44100,88200,0.294067,0.083903,-21.524449,0.000000,b0e2b20276e4981919cf9e3ac6b9149935ceb2299b598fcb93f12a9590bd6139,false,,1,,false,false,false,false,false,false,false,-19.455248,-0.511110,false,,
single_note_session01_0041.wav,single_note_session01.wav,single_note,session_01,41,41,42,44100,2,true,true,true,false,,session_01/single_note/single_note_session01_0041.wav,/Users/aryamaandash/GitHub/guitar-style-classifier/data/processed/session_01/single_note/single_note_session01_0041.wav,single_note,1.000000,1.000000,44100,44100,2,2,2,44100,88200,0.361481,0.092719,-20.656614,0.000000,580004d8e6065fe36e392e4bc85427245aaf14f78885712cc1bd592916612de4,false,,1,,false,false,false,false,false,false,false,-19.455248,-0.296748,false,,
single_note_session01_0042.wav,single_note_session01.wav,single_note,session_01,42,42,43,44100,2,true,true,true,false,,session_01/single_note/single_note_session01_0042.wav,/Users/aryamaandash/GitHub/guitar-style-classifier/data/processed/session_01/single_note/single_note_session01_0042.wav,single_note,1.000000,1.000000,44100,44100,2,2,2,44100,88200,0.281586,0.079215,-22.023869,0.000000,536e6284d0da09461768874e36cab0ee3c55ad688052b98ff9e64846bcda293d,false,,1,,false,false,false,false,false,false,false,-19.455248,-0.634471,false,,
single_note_session01_0043.wav,single_note_session01.wav,single_note,session_01,43,43,44,44100,2,true,true,true,false,,session_01/single_note/single_note_session01_0043.wav,/Users/aryamaandash/GitHub/guitar-style-classifier/data/processed/session_01/single_note/single_note_session01_0043.wav,single_note,1.000000,1.000000,44100,44100,2,2,2,44100,88200,0.240936,0.074109,-22.602525,0.000000,9ad6cf3e8546702ef24bb8e92fa71613a0210b3ad294b0a8b1b693013883ed5e,false,,1,,false,false,false,false,false,false,false,-19.455248,-0.777404,false,,
single_note_session01_0044.wav,single_note_session01.wav,single_note,session_01,44,44,45,44100,2,true,true,true,false,,session_01/single_note/single_note_session01_0044.wav,/Users/aryamaandash/GitHub/guitar-style-classifier/data/processed/session_01/single_note/single_note_session01_0044.wav,single_note,1.000000,1.000000,44100,44100,2,2,2,44100,88200,0.285217,0.073431,-22.682455,0.000000,3c8e587b6322fabb560ba3a7a15fe8a658c1a5668280d961fa743aca2e3d5c17,false,,1,,false,false,false,false,false,false,false,-19.455248,-0.797147,false,,
single_note_session01_0045.wav,single_note_session01.wav,single_note,session_01,45,45,46,44100,2,true,true,true,false,,session_01/single_note/single_note_session01_0045.wav,/Users/aryamaandash/GitHub/guitar-style-classifier/data/processed/session_01/single_note/single_note_session01_0045.wav,single_note,1.000000,1.000000,44100,44100,2,2,2,44100,88200,0.256744,0.066234,-23.578430,0.000000,0679bc04be7832843c59d89ed73b1b5b6fbacafbff1a244c4390f7f43d4af4ea,false,,1,,false,false,false,false,false,false,false,-19.455248,-1.018461,false,,
single_note_session01_0046.wav,single_note_session01.wav,single_note,session_01,46,46,47,44100,2,true,true,true,false,,session_01/single_note/single_note_session01_0046.wav,/Users/aryamaandash/GitHub/guitar-style-classifier/data/processed/session_01/single_note/single_note_session01_0046.wav,single_note,1.000000,1.000000,44100,44100,2,2,2,44100,88200,0.330597,0.087244,-21.185337,0.000000,0235feb5a70533c53a7e7a1bd9907465cef033b733c1df4aa24596e545a81c89,false,,1,,false,false,false,false,false,false,false,-19.455248,-0.427347,false,,
single_note_session01_0047.wav,single_note_session01.wav,single_note,session_01,47,47,48,44100,2,true,true,true,false,,session_01/single_note/single_note_session01_0047.wav,/Users/aryamaandash/GitHub/guitar-style-classifier/data/processed/session_01/single_note/single_note_session01_0047.wav,single_note,1.000000,1.000000,44100,44100,2,2,2,44100,88200,0.568787,0.141831,-16.964598,0.000000,003d3f0a646e89f1147185f024e70eaead3c0e7cb9d4484191f22b0fddc8f3d9,false,,1,,false,false,false,false,false,false,false,-19.455248,0.615212,false,,
single_note_session01_0048.wav,single_note_session01.wav,single_note,session_01,48,48,49,44100,2,true,true,true,false,,session_01/single_note/single_note_session01_0048.wav,/Users/aryamaandash/GitHub/guitar-style-classifier/data/processed/session_01/single_note/single_note_session01_0048.wav,single_note,1.000000,1.000000,44100,44100,2,2,2,44100,88200,0.541443,0.156918,-16.086528,0.000000,b257dbc394d9ecdc201f85cb3a7ff57fb0e071fb26038cd648c8c894f7d0cdc1,false,,1,,false,false,false,false,false,false,false,-19.455248,0.832102,false,,
single_note_session01_0049.wav,single_note_session01.wav,single_note,session_01,49,49,50,44100,2,true,true,true,false,,session_01/single_note/single_note_session01_0049.wav,/Users/aryamaandash/GitHub/guitar-style-classifier/data/processed/session_01/single_note/single_note_session01_0049.wav,single_note,1.000000,1.000000,44100,44100,2,2,2,44100,88200,0.465820,0.120410,-18.386783,0.000000,e331e16a722a38ea7aafb56899d1cd9d817cb1e240b767d2510167bb72e4f375,false,,1,,false,false,false,false,false,false,false,-19.455248,0.263920,false,,
